FECHA_CORTE;ANIO;COD_DPTO;NOM_DPTO;NOM_MUSEO;COD_MES;NOM_MES;COD_TIPO;NOM_TIPO;ADU_BOLESPPAGANTES;EST_BOLESPPAGANTES;NIN_BOLESPPAGANTES;MIL_BOLESPPAGANTES;ADM_BOLESPPAGANTES;ADU_PAGANTES;EST_PAGANTES;NIN_PAGANTES;TOTAL_PAGANTES;ADU_BOLESPNOPAGANTES;EST_BOLESPNOPAGANTES;NIN_BOLESPNOPAGANTES;MIL_BOLESPNOPAGANTES;ADM_BOLESPNOPAGANTES;ADU_NOPAGANTES;EST_NOPAGANTES;NIN_NOPAGANTES;TOTAL_NOPAGANTES;TOTAL;TIPO_cat_cod,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;03;Marzo;1;Extranjeros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;03;Marzo;2;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;04;Abril;0;Nacionales;0;0;0;0;0;8;43;0;51;0;0;0;0;0;0;0;0;0;51;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;04;Abril;1;Extranjeros;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;3;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;04;Abril;2;Nacionales Y Extranjeros;0;0;0;0;0;11;43;0;54;0;0;0;0;0;0;0;0;0;54;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;05;Mayo;0;Nacionales;0;0;0;0;0;5;6;0;11;0;0;0;0;0;0;0;0;0;11;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;05;Mayo;1;Extranjeros;0;0;0;0;0;13;0;0;13;0;0;0;0;0;0;0;0;0;13;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;05;Mayo;2;Nacionales Y Extranjeros;0;0;0;0;0;18;6;0;24;0;0;0;0;0;0;0;0;0;24;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;06;Junio;0;Nacionales;0;0;0;0;0;15;8;0;23;0;0;0;0;0;0;0;0;0;23;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;06;Junio;1;Extranjeros;0;0;0;0;0;19;0;0;19;0;0;0;0;0;0;0;0;0;19;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;06;Junio;2;Nacionales Y Extranjeros;0;0;0;0;0;34;8;0;42;0;0;0;0;0;0;0;0;0;42;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;07;Julio;0;Nacionales;0;0;0;0;0;69;1;6;76;0;0;0;0;0;0;0;0;0;76;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;07;Julio;1;Extranjeros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;07;Julio;2;Nacionales Y Extranjeros;0;0;0;0;0;69;1;6;76;0;0;0;0;0;0;0;0;0;76;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;08;Agosto;0;Nacionales;0;0;0;0;0;18;5;0;23;0;0;0;0;2;2;2;4;10;33;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;08;Agosto;1;Extranjeros;0;0;0;0;0;7;0;0;7;0;0;0;0;0;0;0;0;0;7;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;08;Agosto;2;Nacionales Y Extranjeros;0;0;0;0;0;25;5;0;30;0;0;0;0;2;2;2;4;10;40;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;09;Setiembre;0;Nacionales;0;0;0;0;21;81;50;398;550;0;0;0;0;0;0;0;0;0;550;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;09;Setiembre;1;Extranjeros;0;0;0;0;0;21;0;0;21;0;0;0;0;0;0;0;0;0;21;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;09;Setiembre;2;Nacionales Y Extranjeros;0;0;0;0;21;102;50;398;571;0;0;0;0;0;0;0;0;0;571;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;10;Octubre;0;Nacionales;0;0;0;0;0;30;23;20;73;0;0;0;0;0;0;0;0;0;73;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;10;Octubre;1;Extranjeros;0;0;0;0;0;18;0;0;18;0;0;0;0;0;0;0;0;0;18;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;10;Octubre;2;Nacionales Y Extranjeros;0;0;0;0;0;48;23;20;91;0;0;0;0;0;0;0;0;0;91;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;11;Noviembre;0;Nacionales;0;0;0;0;0;24;23;6;53;0;0;0;0;0;0;0;0;0;53;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;11;Noviembre;1;Extranjeros;0;0;0;0;0;12;0;0;12;0;0;0;0;0;0;0;0;0;12;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;11;Noviembre;2;Nacionales Y Extranjeros;0;0;0;0;0;36;23;6;65;0;0;0;0;0;0;0;0;0;65;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;12;Diciembre;0;Nacionales;0;0;0;0;0;9;2;34;45;0;0;0;0;0;0;0;0;0;45;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;12;Diciembre;1;Extranjeros;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;2;Sitio Arqueológico,
20240315;2023;14;Lambayeque;Sitio Arqueologico Cerro Ventarron;12;Diciembre;2;Nacionales Y Extranjeros;0;0;0;0;0;11;2;34;47;0;0;0;0;0;0;0;0;0;47;Sitio Arqueológico,
20240315;2023;15;Lima;Sitio Arqueologico Caral;01;Enero;0;Nacionales;0;0;0;0;0;1215;219;579;2013;0;0;0;0;0;406;0;0;406;2419;Sitio Arqueológico,
20240315;2023;15;Lima;Sitio Arqueologico Caral;01;Enero;1;Extranjeros;0;0;0;0;0;27;9;0;36;0;0;0;0;0;0;0;0;0;36;Sitio Arqueológico,
20240315;2023;15;Lima;Sitio Arqueologico Caral;01;Enero;2;Nacionales Y Extranjeros;0;0;0;0;0;1242;228;579;2049;0;0;0;0;0;406;0;0;406;2455;Sitio Arqueológico,
20240315;2023;15;Lima;Sitio Arqueologico Caral;02;Febrero;0;Nacionales;0;0;0;0;0;939;245;568;1752;0;0;0;0;0;241;4;2;247;1999;Sitio Arqueológico,
20240315;2023;15;Lima;Sitio Arqueologico Caral;02;Febrero;1;Extranjeros;0;0;0;0;0;31;4;21;56;0;0;0;0;0;3;1;0;4;60;Sitio Arqueológico,
20240315;2023;15;Lima;Sitio Arqueologico Caral;02;Febrero;2;Nacionales Y Extranjeros;0;0;0;0;0;970;249;589;1808;0;0;0;0;0;244;5;2;251;2059;Sitio Arqueológico,
